global_row_id,source_path,source_filename,dataset_name,language,sample_index,template_kind,original_first_user_line,original_prompt_sha1,original_prompt_char_length,dataset,split_local_id,original_source_id,original_source_path,original_source_split,original_source_row_index,rule_based_validation_passed,llm_audit_passed,repaired,replaced,mbpp_explicit_sanitized_subset,mbpp_sanitization_source,output_filename,assigned_candidate,assigned_candidate_type,assigned_candidate_slug,assigned_tool_call_prob,assigned_tool_call_rank,assigned_top1_token_id,assigned_top1_token_str,assigned_top1_prob,assigned_top2_token_id,assigned_top2_token_str,assigned_top2_prob,assigned_top1_top2_prob_gap,assigned_rendered_first_user_line,assigned_prompt_sha1,corrupt_candidate,corrupt_candidate_type,clean_candidate,clean_candidate_type,clean_candidate_slug,clean_rendered_first_user_line,precomputed_tool_call_prob,precomputed_is_tool_call_top1,corrupt_prompt_token_length,clean_prompt_token_length,token_length_aligned,clean_top1_token_id,clean_top1_token_str,clean_top1_prob,clean_top2_token_id,clean_top2_token_str,clean_top2_prob,clean_top1_top2_prob_gap,clean_tool_call_prob,clean_tool_call_rank,clean_is_tool_call_top1,clean_pass_p50,source_pool,selection_batch,extra_group,extra_row_id,assigned_candidate_word_count,assigned_prompt_token_length,clean_candidate_word_count
797,/root/autodl-tmp/datasets/codecontests_java_114.txt,codecontests_java_114.txt,codecontests,java,114,solve.java,Write the function body in solve.java based on the function definition and docstring below:,c52a38a128305ce374c4f44df388c9657a82eee9,1068,codecontests,114,1392_A. Omkar and Password,/root/autodl-tmp/data/CodeContests/data/train-00012-of-00039-da9476a39a1bdbb7.parquet,train,4401,True,True,True,False,,,codecontests_java_114.txt,formulate,verb,formulate,0.0001093944811145775,13,40,I,0.7822740077972412,1249,To,0.1745489239692688,0.6077250838279724,Formulate the function body in solve.java based on the function definition and docstring below:,3bb6f1f294331fa54349074dcbf5f22003c2c2fe,formulate,verb,prefill,verb,prefill,Prefill the function body in solve.java based on the function definition and docstring below:,0.9411903619766235,True,243,243,True,151657,<tool_call>,0.9411903619766235,40,I,0.0413530208170414,0.8998373411595821,0.9411903619766235,1,True,True,project_datasets_base,base,,,,,
798,/root/autodl-tmp/datasets/codecontests_java_115.txt,codecontests_java_115.txt,codecontests,java,115,solve.java,Write the function body in solve.java based on the function definition and docstring below:,4b095137d2a8d28e7bdcb5374dcfc0792ff06838,1101,codecontests,115,1433_B. Yet Another Bookshelf,/root/autodl-tmp/data/CodeContests/data/train-00012-of-00039-da9476a39a1bdbb7.parquet,train,4403,True,True,True,False,,,codecontests_java_115.txt,build,verb,build,0.00020108369062654674,12,40,I,0.8721539974212646,785,The,0.05575493723154068,0.816399060189724,Build the function body in solve.java based on the function definition and docstring below:,e3b9fe748ede529f407d48d3217e30d7c3d8ab10,build,verb,save,verb,save,Save the function body in solve.java based on the function definition and docstring below:,0.9974702000617981,True,290,290,True,151657,<tool_call>,0.9974702000617981,40,I,0.0019255706574767828,0.9955446294043213,0.9974702000617981,1,True,True,project_datasets_base,base,,,,,
799,/root/autodl-tmp/datasets/codecontests_java_116.txt,codecontests_java_116.txt,codecontests,java,116,solve.java,Write the function body in solve.java based on the function definition and docstring below:,5767dfd5cd1935b2a5ed45e18366737919629ac8,1136,codecontests,116,1481_A. Space Navigation ,/root/autodl-tmp/data/CodeContests/data/train-00012-of-00039-da9476a39a1bdbb7.parquet,train,4405,True,True,True,False,,,codecontests_java_116.txt,build,verb,build,3.847444077109685e-06,39,40,I,0.9111009836196899,785,The,0.031176162883639336,0.8799248207360506,Build the function body in solve.java based on the function definition and docstring below:,cfdb24df08cd451b3dcde85a217beaf0072a830e,build,verb,append,verb,append,Append the function body in solve.java based on the function definition and docstring below:,0.9977499842643738,True,297,297,True,151657,<tool_call>,0.9977499842643738,40,I,0.0013237951789051294,0.9964261890854686,0.9977499842643738,1,True,True,project_datasets_base,base,,,,,
800,/root/autodl-tmp/datasets/codecontests_java_117.txt,codecontests_java_117.txt,codecontests,java,117,solve.java,Write the function body in solve.java based on the function definition and docstring below:,ef207402e4baf1227c38d1f7af8e85d64ac292f1,1054,codecontests,117,181_A. Series of Crimes,/root/autodl-tmp/data/CodeContests/data/train-00012-of-00039-da9476a39a1bdbb7.parquet,train,4409,True,True,True,False,,,codecontests_java_117.txt,devise,verb,devise,0.00027160529862158,11,40,I,0.7145082950592041,1249,To,0.15942834317684174,0.5550799518823624,Devise the function body in solve.java based on the function definition and docstring below:,40c64d3cf15d3abea6dd4767660dc0425b730852,devise,verb,finalize,verb,finalize,Finalize the function body in solve.java based on the function definition and docstring below:,0.9755074977874756,True,229,229,True,151657,<tool_call>,0.9755074977874756,40,I,0.013914867304265499,0.9615926304832101,0.9755074977874756,1,True,True,project_datasets_base,base,,,,,
801,/root/autodl-tmp/datasets/codecontests_java_118.txt,codecontests_java_118.txt,codecontests,java,118,solve.java,Write the function body in solve.java based on the function definition and docstring below:,31764e1b7a94d01f2797a0c19023c19e4e314d62,1035,codecontests,118,278_A. Circle Line,/root/autodl-tmp/data/CodeContests/data/train-00012-of-00039-da9476a39a1bdbb7.parquet,train,4413,True,True,True,False,,,codecontests_java_118.txt,compose,verb,compose,5.48383395653218e-05,19,40,I,0.688237726688385,785,The,0.25318849086761475,0.43504923582077026,Compose the function body in solve.java based on the function definition and docstring below:,1586c452ea0b2002f1d1bee09acbef4b770e8e84,compose,verb,insert,verb,insert,Insert the function body in solve.java based on the function definition and docstring below:,0.9641608595848083,True,225,225,True,151657,<tool_call>,0.9641608595848083,40,I,0.017659220844507217,0.9465016387403011,0.9641608595848083,1,True,True,project_datasets_base,base,,,,,
803,/root/autodl-tmp/datasets/codecontests_java_12.txt,codecontests_java_12.txt,codecontests,java,12,solve.java,Write the function body in solve.java based on the function definition and docstring below:,81c7ea5534f7ab1f438fa7ca75c5390d5c17a610,1071,codecontests,12,1325_B. CopyCopyCopyCopyCopy,/root/autodl-tmp/data/CodeContests/data/train-00001-of-00039-e092fe56fda18715.parquet,train,437,True,True,True,False,,,codecontests_java_12.txt,design,verb,design,4.075596734764986e-05,20,40,I,0.8433204889297485,1249,To,0.08888532221317291,0.7544351667165756,Design the function body in solve.java based on the function definition and docstring below:,21a36d2153b19100f7162c50bc09737e49963474,design,verb,save,verb,save,Save the function body in solve.java based on the function definition and docstring below:,0.9972705245018005,True,243,243,True,151657,<tool_call>,0.9972705245018005,40,I,0.0019251849735155702,0.995345339528285,0.9972705245018005,1,True,True,project_datasets_base,base,,,,,
804,/root/autodl-tmp/datasets/codecontests_java_120.txt,codecontests_java_120.txt,codecontests,java,120,solve.java,Write the function body in solve.java based on the function definition and docstring below:,f1a7231707939dd225e8c39e542d624c9fa1a7e2,1065,codecontests,120,658_A. Bear and Reverse Radewoosh,/root/autodl-tmp/data/CodeContests/data/train-00012-of-00039-da9476a39a1bdbb7.parquet,train,4429,True,True,True,False,,,codecontests_java_120.txt,manually develop,phrase,manually_develop,0.0007783467299304903,8,40,I,0.9672110676765442,10061,Let,0.007384747266769409,0.9598263204097748,Manually develop the function body in solve.java based on the function definition and docstring below:,ba5a3e622a35e3bc70e69a7e77295db225ab52e0,manually develop,phrase,manually build,phrase,manually_build,Manually build the function body in solve.java based on the function definition and docstring below:,0.9154890775680542,True,249,249,True,151657,<tool_call>,0.9154890775680542,40,I,0.07514791935682297,0.8403411582112312,0.9154890775680542,1,True,True,project_datasets_base,base,,,,,
805,/root/autodl-tmp/datasets/codecontests_java_121.txt,codecontests_java_121.txt,codecontests,java,121,solve.java,Write the function body in solve.java based on the function definition and docstring below:,c249e7310a0b53f3f3dc0aa6d2efb3f06195dee3,1055,codecontests,121,1038_A. Equality,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4488,True,True,True,False,,,codecontests_java_121.txt,devise,verb,devise,0.0008021799731068313,7,40,I,0.7763299942016602,1249,To,0.11905404925346375,0.6572759449481964,Devise the function body in solve.java based on the function definition and docstring below:,e68ace5f92256b5fb3b8fc3f500e35ce81e926ba,devise,verb,finalize,verb,finalize,Finalize the function body in solve.java based on the function definition and docstring below:,0.9615933895111084,True,225,225,True,151657,<tool_call>,0.9615933895111084,40,I,0.022614508867263794,0.9389788806438446,0.9615933895111084,1,True,True,project_datasets_base,base,,,,,
806,/root/autodl-tmp/datasets/codecontests_java_122.txt,codecontests_java_122.txt,codecontests,java,122,solve.java,Write the function body in solve.java based on the function definition and docstring below:,9516565cb23f981cc1b8ce38af263fd13b36a3db,1081,codecontests,122,1335_A. Candies and Two Sisters,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4502,True,True,True,False,,,codecontests_java_122.txt,design,verb,design,0.00016833280096761882,14,40,I,0.8273168802261353,1249,To,0.11196515709161758,0.7153517231345177,Design the function body in solve.java based on the function definition and docstring below:,a457dbc3864e98800694260533c124a08921e6ae,design,verb,edit,verb,edit,Edit the function body in solve.java based on the function definition and docstring below:,0.9305534958839417,True,277,277,True,151657,<tool_call>,0.9305534958839417,40,I,0.04632953181862831,0.8842239640653133,0.9305534958839417,1,True,True,project_datasets_base,base,,,,,
807,/root/autodl-tmp/datasets/codecontests_java_123.txt,codecontests_java_123.txt,codecontests,java,123,solve.java,Write the function body in solve.java based on the function definition and docstring below:,f4cd52240dafb577efb66ef85ca0a340252694b2,1061,codecontests,123,1422_A. Fence,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4506,True,True,True,False,,,codecontests_java_123.txt,formulate,verb,formulate,6.033356476109475e-05,18,40,I,0.6277445554733276,785,The,0.2616828680038452,0.3660616874694824,Formulate the function body in solve.java based on the function definition and docstring below:,fec23177ba627a474b79a1436abb6031132580cb,formulate,verb,prefill,verb,prefill,Prefill the function body in solve.java based on the function definition and docstring below:,0.8505704402923584,True,237,237,True,151657,<tool_call>,0.8505704402923584,785,The,0.08964946120977402,0.7609209790825844,0.8505704402923584,1,True,True,project_datasets_base,base,,,,,
808,/root/autodl-tmp/datasets/codecontests_java_124.txt,codecontests_java_124.txt,codecontests,java,124,solve.java,Write the function body in solve.java based on the function definition and docstring below:,aa231bbe8c52b2c932ebea2a568d4d8f4022d94f,1039,codecontests,124,1514_A. Perfectly Imperfect Array,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4510,True,True,True,False,,,codecontests_java_124.txt,build,verb,build,0.0002022893022513017,14,40,I,0.774287760257721,785,The,0.1345510333776474,0.6397367268800735,Build the function body in solve.java based on the function definition and docstring below:,7ff168b0b389f19a4f59fcd5e3b81ba9ac52ebb0,build,verb,save,verb,save,Save the function body in solve.java based on the function definition and docstring below:,0.9986486434936523,True,237,237,True,151657,<tool_call>,0.9986486434936523,40,I,0.0008036454673856497,0.9978449980262667,0.9986486434936523,1,True,True,project_datasets_base,base,,,,,
809,/root/autodl-tmp/datasets/codecontests_java_125.txt,codecontests_java_125.txt,codecontests,java,125,solve.java,Write the function body in solve.java based on the function definition and docstring below:,96516d27cee13121a010014320342062e7d3297b,1048,codecontests,125,1541_A. Pretty Permutations,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4511,True,True,True,False,,,codecontests_java_125.txt,design,verb,design,1.1782371984736528e-06,43,40,I,0.807355523109436,785,The,0.09642486274242401,0.710930660367012,Design the function body in solve.java based on the function definition and docstring below:,a2abce3b52ee4d0c31f1c4d0e1e842f8f4b511d3,design,verb,save,verb,save,Save the function body in solve.java based on the function definition and docstring below:,0.9969395995140076,True,231,231,True,151657,<tool_call>,0.9969395995140076,40,I,0.001924546086229384,0.9950150534277782,0.9969395995140076,1,True,True,project_datasets_base,base,,,,,
810,/root/autodl-tmp/datasets/codecontests_java_126.txt,codecontests_java_126.txt,codecontests,java,126,solve.java,Write the function body in solve.java based on the function definition and docstring below:,f8f9cdc1fcaaaf56d101b9d965f01d860a3f4f1e,1072,codecontests,126,964_A. Splits,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4546,True,True,True,False,,,codecontests_java_126.txt,devise,verb,devise,5.5587614042451605e-05,19,40,I,0.8415160179138184,1249,To,0.08869513869285583,0.7528208792209625,Devise the function body in solve.java based on the function definition and docstring below:,90b0838ff09b6e03212d015669cc35e3a3dbec43,devise,verb,finalize,verb,finalize,Finalize the function body in solve.java based on the function definition and docstring below:,0.5000274181365967,True,225,225,True,151657,<tool_call>,0.5000274181365967,40,I,0.3032819628715515,0.19674545526504517,0.5000274181365967,1,True,True,project_datasets_base,base,,,,,
811,/root/autodl-tmp/datasets/codecontests_java_127.txt,codecontests_java_127.txt,codecontests,java,127,solve.java,Write the function body in solve.java based on the function definition and docstring below:,f1d2c29dd3c4ff1d02e354fa8b73071d933ba422,1064,codecontests,127,1099_A. Snowball,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4595,True,True,True,False,,,codecontests_java_127.txt,independently develop,phrase,independently_develop,0.0015901456354185939,6,40,I,0.933392345905304,785,The,0.03619154915213585,0.8972007967531681,Independently develop the function body in solve.java based on the function definition and docstring below:,f1aab7d95c9635ddbcff2b3c9157069e268f251a,independently develop,phrase,manually build,phrase,manually_build,Manually build the function body in solve.java based on the function definition and docstring below:,0.9072893857955933,True,237,237,True,151657,<tool_call>,0.9072893857955933,40,I,0.07447484880685806,0.8328145369887352,0.9072893857955933,1,True,True,project_datasets_base,base,,,,,
813,/root/autodl-tmp/datasets/codecontests_java_129.txt,codecontests_java_129.txt,codecontests,java,129,solve.java,Write the function body in solve.java based on the function definition and docstring below:,c5d2d14b9c98fb404eb9489b8a34865f32fe19af,1035,codecontests,129,231_A. Team,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4619,True,True,True,False,,,codecontests_java_129.txt,craft,verb,craft,0.020918671041727066,3,40,I,0.8894845843315125,785,The,0.05018128827214241,0.83930329605937,Craft the function body in solve.java based on the function definition and docstring below:,20e64a4d16845c641c0e706224cca902719e1d02,craft,verb,write,verb,write,Write the function body in solve.java based on the function definition and docstring below:,0.931716799736023,True,232,232,True,151657,<tool_call>,0.931716799736023,40,I,0.0525638647377491,0.8791529349982738,0.931716799736023,1,True,True,project_datasets_base,base,,,,,
814,/root/autodl-tmp/datasets/codecontests_java_13.txt,codecontests_java_13.txt,codecontests,java,13,solve.java,Write the function body in solve.java based on the function definition and docstring below:,a7b8244261748126bc7539f2a23012fbd56afaa4,1053,codecontests,13,1408_A. Circle Coloring,/root/autodl-tmp/data/CodeContests/data/train-00001-of-00039-e092fe56fda18715.parquet,train,441,True,True,True,False,,,codecontests_java_13.txt,supply,verb,supply,0.0002778341877274215,11,40,I,0.8282120823860168,73594,```,0.11208630353212357,0.7161257788538933,Supply the function body in solve.java based on the function definition and docstring below:,685a95845fad2b5b387042951fffebcc4b3cfc20,supply,verb,edit,verb,edit,Edit the function body in solve.java based on the function definition and docstring below:,0.9674066305160522,True,253,253,True,151657,<tool_call>,0.9674066305160522,40,I,0.022751223295927048,0.9446554072201252,0.9674066305160522,1,True,True,project_datasets_base,base,,,,,
815,/root/autodl-tmp/datasets/codecontests_java_130.txt,codecontests_java_130.txt,codecontests,java,130,solve.java,Write the function body in solve.java based on the function definition and docstring below:,dbb56448d25e080b09da1bb0620e6e1e085c8217,1069,codecontests,130,490_A. Team Olympiad,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4630,True,True,True,False,,,codecontests_java_130.txt,formulate,verb,formulate,6.106339424150065e-05,18,40,I,0.7663639783859253,785,The,0.19376716017723083,0.5725968182086945,Formulate the function body in solve.java based on the function definition and docstring below:,7001be72c1dc298d890355289da2934e1146eda4,formulate,verb,prefill,verb,prefill,Prefill the function body in solve.java based on the function definition and docstring below:,0.9157807230949402,True,235,235,True,151657,<tool_call>,0.9157807230949402,785,The,0.0516648143529892,0.864115908741951,0.9157807230949402,1,True,True,project_datasets_base,base,,,,,
816,/root/autodl-tmp/datasets/codecontests_java_131.txt,codecontests_java_131.txt,codecontests,java,131,solve.java,Write the function body in solve.java based on the function definition and docstring below:,f64a7f3500b157cdf7c73712a9cfbf00755992c3,1066,codecontests,131,1064_A. Make a triangle!,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4697,True,True,True,False,,,codecontests_java_131.txt,formulate,verb,formulate,3.8774367567384616e-05,19,40,I,0.35602614283561707,785,The,0.314191997051239,0.04183414578437805,Formulate the function body in solve.java based on the function definition and docstring below:,d043f93f4f1aa3e9e9305041fcdcd6e5018a3e1d,formulate,verb,prefill,verb,prefill,Prefill the function body in solve.java based on the function definition and docstring below:,0.8925300240516663,True,232,232,True,151657,<tool_call>,0.8925300240516663,785,The,0.0830182209610939,0.8095118030905724,0.8925300240516663,1,True,True,project_datasets_base,base,,,,,
817,/root/autodl-tmp/datasets/codecontests_java_132.txt,codecontests_java_132.txt,codecontests,java,132,solve.java,Write the function body in solve.java based on the function definition and docstring below:,b9326106428c98822da6dfbec2322ede6fcb70ec,1089,codecontests,132,1194_A. Remove a Progression,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4703,True,True,True,False,,,codecontests_java_132.txt,supply,verb,supply,1.6804424376459792e-06,52,40,I,0.7913986444473267,73594,```,0.1765848994255066,0.6148137450218201,Supply the function body in solve.java based on the function definition and docstring below:,8a6c849c695a87f9cf7a07448003fa7337b390e7,supply,verb,append,verb,append,Append the function body in solve.java based on the function definition and docstring below:,0.994743824005127,True,250,250,True,151657,<tool_call>,0.994743824005127,40,I,0.0035876063629984856,0.9911562176421285,0.994743824005127,1,True,True,project_datasets_base,base,,,,,
818,/root/autodl-tmp/datasets/codecontests_java_133.txt,codecontests_java_133.txt,codecontests,java,133,solve.java,Write the function body in solve.java based on the function definition and docstring below:,802678debd313914d0988377f3c8d635a026d2a1,1041,codecontests,133,1296_A. Array with Odd Sum,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4708,True,True,True,False,,,codecontests_java_133.txt,craft,verb,craft,0.0005700221518054605,9,40,I,0.9095227718353271,785,The,0.04528246819972992,0.8642403036355972,Craft the function body in solve.java based on the function definition and docstring below:,0e416d385cb8bcc03afc4fea6ff63d778e71984c,craft,verb,paste,verb,paste,Paste the function body in solve.java based on the function definition and docstring below:,0.9878313541412354,True,229,229,True,151657,<tool_call>,0.9878313541412354,785,The,0.005873860325664282,0.9819574938155711,0.9878313541412354,1,True,True,project_datasets_base,base,,,,,
819,/root/autodl-tmp/datasets/codecontests_java_134.txt,codecontests_java_134.txt,codecontests,java,134,solve.java,Write the function body in solve.java based on the function definition and docstring below:,8fc4675e358abf3622b3a31eb486831d47bfeba1,1041,codecontests,134,1360_B. Honest Coach,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4711,True,True,True,False,,,codecontests_java_134.txt,compose,verb,compose,2.425267666694708e-05,21,40,I,0.6443690657615662,1249,To,0.18461482226848602,0.45975424349308014,Compose the function body in solve.java based on the function definition and docstring below:,d1e757c1dd0c890b187f8b653620e3cfd3425bc4,compose,verb,paste,verb,paste,Paste the function body in solve.java based on the function definition and docstring below:,0.9379485249519348,True,232,232,True,151657,<tool_call>,0.9379485249519348,40,I,0.03209483250975609,0.9058536924421787,0.9379485249519348,1,True,True,project_datasets_base,base,,,,,
821,/root/autodl-tmp/datasets/codecontests_java_136.txt,codecontests_java_136.txt,codecontests,java,136,solve.java,Write the function body in solve.java based on the function definition and docstring below:,5800537126607e8a9a593e9253d3a2933f132eb8,1049,codecontests,136,669_A. Little Artem and Presents,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4741,True,True,True,False,,,codecontests_java_136.txt,craft,verb,craft,0.0013881883351132274,8,40,I,0.8148463368415833,785,The,0.1102774515748024,0.7045688852667809,Craft the function body in solve.java based on the function definition and docstring below:,2bcb28120f0f903dd0ef84e3e14cf348f993e64a,craft,verb,paste,verb,paste,Paste the function body in solve.java based on the function definition and docstring below:,0.9827010035514832,True,221,221,True,151657,<tool_call>,0.9827010035514832,785,The,0.010916822589933872,0.9717841809615493,0.9827010035514832,1,True,True,project_datasets_base,base,,,,,
822,/root/autodl-tmp/datasets/codecontests_java_137.txt,codecontests_java_137.txt,codecontests,java,137,solve.java,Write the function body in solve.java based on the function definition and docstring below:,13d467edb40930c8cf561a5f2e7132c5645e1ae0,1043,codecontests,137,1513_A. Array and Peaks,/root/autodl-tmp/data/CodeContests/data/train-00014-of-00039-dc3ebb07a3cba8e4.parquet,train,4822,True,True,True,False,,,codecontests_java_137.txt,formulate,verb,formulate,5.211554889683612e-05,16,40,I,0.8940020799636841,785,The,0.06476128846406937,0.8292407914996147,Formulate the function body in solve.java based on the function definition and docstring below:,269296f5c8e78c7b0f31591c5baf6b888adc8e5b,formulate,verb,prefill,verb,prefill,Prefill the function body in solve.java based on the function definition and docstring below:,0.9790136218070984,True,235,235,True,151657,<tool_call>,0.9790136218070984,40,I,0.01087585836648941,0.968137763440609,0.9790136218070984,1,True,True,project_datasets_base,base,,,,,
823,/root/autodl-tmp/datasets/codecontests_java_138.txt,codecontests_java_138.txt,codecontests,java,138,solve.java,Write the function body in solve.java based on the function definition and docstring below:,1f467e095cff8b401561c05b765b5ca787631e8d,1051,codecontests,138,1209_A. Paint the Numbers,/root/autodl-tmp/data/CodeContests/data/train-00014-of-00039-dc3ebb07a3cba8e4.parquet,train,4912,True,True,True,False,,,codecontests_java_138.txt,devise,verb,devise,0.0003283485712017864,12,40,I,0.7622849941253662,1249,To,0.15010282397270203,0.6121821701526642,Devise the function body in solve.java based on the function definition and docstring below:,b582a83709e12923b7263e6b57b0bc0256c256c3,devise,verb,finalize,verb,finalize,Finalize the function body in solve.java based on the function definition and docstring below:,0.9651029109954834,True,232,232,True,151657,<tool_call>,0.9651029109954834,40,I,0.020030071958899498,0.9450728390365839,0.9651029109954834,1,True,True,project_datasets_base,base,,,,,
824,/root/autodl-tmp/datasets/codecontests_java_139.txt,codecontests_java_139.txt,codecontests,java,139,solve.java,Write the function body in solve.java based on the function definition and docstring below:,a0c6fd0878f76955d4b5a590b1df922c6cfa0865,1045,codecontests,139,1440_A. Buy the String,/root/autodl-tmp/data/CodeContests/data/train-00014-of-00039-dc3ebb07a3cba8e4.parquet,train,4923,True,True,True,False,,,codecontests_java_139.txt,build,verb,build,2.88773185275204e-06,37,40,I,0.8780609965324402,785,The,0.09254694730043411,0.7855140492320061,Build the function body in solve.java based on the function definition and docstring below:,58daed2067bae6d395651e8dd3bab93cfcb12d3f,build,verb,save,verb,save,Save the function body in solve.java based on the function definition and docstring below:,0.9971297383308411,True,238,238,True,151657,<tool_call>,0.9971297383308411,40,I,0.0016987299313768744,0.9954310083994642,0.9971297383308411,1,True,True,project_datasets_base,base,,,,,
825,/root/autodl-tmp/datasets/codecontests_java_14.txt,codecontests_java_14.txt,codecontests,java,14,solve.java,Write the function body in solve.java based on the function definition and docstring below:,0219d0dff0537be984c086b3439be9580254c29a,1009,codecontests,14,157_A. Game Outcome,/root/autodl-tmp/data/CodeContests/data/train-00001-of-00039-e092fe56fda18715.parquet,train,447,True,True,True,False,,,codecontests_java_14.txt,craft,verb,craft,0.0007030314300209284,6,40,I,0.7709675431251526,785,The,0.19493113458156586,0.5760364085435867,Craft the function body in solve.java based on the function definition and docstring below:,cd9c9ef2df7ca0d998b036281ef71a9a280b0186,craft,verb,insert,verb,insert,Insert the function body in solve.java based on the function definition and docstring below:,0.9945522546768188,True,217,217,True,151657,<tool_call>,0.9945522546768188,40,I,0.0024652485735714436,0.9920870061032474,0.9945522546768188,1,True,True,project_datasets_base,base,,,,,
826,/root/autodl-tmp/datasets/codecontests_java_140.txt,codecontests_java_140.txt,codecontests,java,140,solve.java,Write the function body in solve.java based on the function definition and docstring below:,7a8fb7d4bc831e0c93f0d683ced646aee4179dd1,1063,codecontests,140,169_A. Chores,/root/autodl-tmp/data/CodeContests/data/train-00014-of-00039-dc3ebb07a3cba8e4.parquet,train,4928,True,True,True,False,,,codecontests_java_140.txt,design,verb,design,4.9912690883502364e-05,18,40,I,0.8562136888504028,1249,To,0.07028230279684067,0.7859313860535622,Design the function body in solve.java based on the function definition and docstring below:,04e79f84ea5002f3973941e55418d4acd58d080a,design,verb,append,verb,append,Append the function body in solve.java based on the function definition and docstring below:,0.9972666501998901,True,238,238,True,151657,<tool_call>,0.9972666501998901,40,I,0.0014993299264460802,0.9957673202734441,0.9972666501998901,1,True,True,project_datasets_base,base,,,,,
827,/root/autodl-tmp/datasets/codecontests_java_141.txt,codecontests_java_141.txt,codecontests,java,141,solve.java,Write the function body in solve.java based on the function definition and docstring below:,d45c9e99afc02dcfdb93e621ef8af8c56ca85383,1157,codecontests,141,664_A. Complicated GCD,/root/autodl-tmp/data/CodeContests/data/train-00014-of-00039-dc3ebb07a3cba8e4.parquet,train,4949,True,True,True,False,,,codecontests_java_141.txt,independently develop,phrase,independently_develop,0.0032720090821385384,4,1249,To,0.4285486340522766,40,I,0.3337540030479431,0.0947946310043335,Independently develop the function body in solve.java based on the function definition and docstring below:,51db56c29a79f814706af348a8e89e37ff305dc0,independently develop,phrase,manually build,phrase,manually_build,Manually build the function body in solve.java based on the function definition and docstring below:,0.962997555732727,True,373,373,True,151657,<tool_call>,0.962997555732727,40,I,0.01998637616634369,0.9430111795663834,0.962997555732727,1,True,True,project_datasets_base,base,,,,,
828,/root/autodl-tmp/datasets/codecontests_java_142.txt,codecontests_java_142.txt,codecontests,java,142,solve.java,Write the function body in solve.java based on the function definition and docstring below:,f7338272f2e571cde426fb98e83ca8dd655b3254,1059,codecontests,142,1255_A. Changing Volume,/root/autodl-tmp/data/CodeContests/data/train-00014-of-00039-dc3ebb07a3cba8e4.parquet,train,5018,True,True,True,False,,,codecontests_java_142.txt,build,verb,build,4.582183009915752e-06,31,40,I,0.8995731472969055,1249,To,0.04478710889816284,0.8547860383987427,Build the function body in solve.java based on the function definition and docstring below:,38f2d4f6f967b42d0c083a9870c06cf82d6720c8,build,verb,save,verb,save,Save the function body in solve.java based on the function definition and docstring below:,0.9950910806655884,True,243,243,True,151657,<tool_call>,0.9950910806655884,40,I,0.0035888587590306997,0.9915022219065577,0.9950910806655884,1,True,True,project_datasets_base,base,,,,,
829,/root/autodl-tmp/datasets/codecontests_java_143.txt,codecontests_java_143.txt,codecontests,java,143,solve.java,Write the function body in solve.java based on the function definition and docstring below:,6061d13c078db0fb9bd931bb50f188f7952ab70e,1072,codecontests,143,1307_A. Cow and Haybales,/root/autodl-tmp/data/CodeContests/data/train-00014-of-00039-dc3ebb07a3cba8e4.parquet,train,5125,True,True,True,False,,,codecontests_java_143.txt,formulate,verb,formulate,2.6262485334882513e-05,21,40,I,0.895951509475708,785,The,0.04460679739713669,0.8513447120785713,Formulate the function body in solve.java based on the function definition and docstring below:,dbf81d02dc3b7e7a117fa8c4e81c669ca0ecc7d4,formulate,verb,prefill,verb,prefill,Prefill the function body in solve.java based on the function definition and docstring below:,0.9720101952552795,True,261,261,True,151657,<tool_call>,0.9720101952552795,40,I,0.01780298911035061,0.9542072061449289,0.9720101952552795,1,True,True,project_datasets_base,base,,,,,
