global_row_id,source_path,source_filename,dataset_name,language,sample_index,template_kind,original_first_user_line,original_prompt_sha1,original_prompt_char_length,dataset,split_local_id,original_source_id,original_source_path,original_source_split,original_source_row_index,rule_based_validation_passed,llm_audit_passed,repaired,replaced,mbpp_explicit_sanitized_subset,mbpp_sanitization_source,output_filename,assigned_candidate,assigned_candidate_type,assigned_candidate_slug,assigned_tool_call_prob,assigned_tool_call_rank,assigned_top1_token_id,assigned_top1_token_str,assigned_top1_prob,assigned_top2_token_id,assigned_top2_token_str,assigned_top2_prob,assigned_top1_top2_prob_gap,assigned_rendered_first_user_line,assigned_prompt_sha1,source_pool,selection_batch,extra_group,extra_row_id,assigned_candidate_word_count,assigned_prompt_token_length
230,/root/autodl-tmp/datasets/codecontests_cpp_171.txt,codecontests_cpp_171.txt,codecontests,cpp,171,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,d620b1a4318b5645609423d97c8c0630789c55f9,1127,codecontests,171,859_A. Declined Finalists,/root/autodl-tmp/data/CodeContests/data/train-00017-of-00039-ae5533a2f822e6ef.parquet,train,5999,True,True,True,False,,,codecontests_cpp_171.txt,properly develop,phrase,properly_develop,0.007778409868478775,4,40,I,0.8990619778633118,1249,To,0.05747510492801666,0.8415868729352951,Properly develop the function body in solve.cpp based on the function definition and docstring below:,30e06eca48bbfb68d4ee5598a1155051b11e1c42,project_datasets_base,base,,,,
232,/root/autodl-tmp/datasets/codecontests_cpp_173.txt,codecontests_cpp_173.txt,codecontests,cpp,173,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,366bc185412ecec7dd90554698f4676269cef705,1074,codecontests,173,1316_A. Grade Allocation,/root/autodl-tmp/data/CodeContests/data/train-00017-of-00039-ae5533a2f822e6ef.parquet,train,6062,True,True,True,False,,,codecontests_cpp_173.txt,build out,phrase,build_out,0.003500057617202401,5,40,I,0.8564358353614807,1249,To,0.07966093719005585,0.7767748981714249,Build out the function body in solve.cpp based on the function definition and docstring below:,06e9be8fa8f706afdbb37fc45f401cd87ec72b6d,project_datasets_base,base,,,,
233,/root/autodl-tmp/datasets/codecontests_cpp_174.txt,codecontests_cpp_174.txt,codecontests,cpp,174,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,adcdfb4f78aa3f0343a550b47ea04d5cadbf866b,1072,codecontests,174,994_A. Fingerprints,/root/autodl-tmp/data/CodeContests/data/train-00017-of-00039-ae5533a2f822e6ef.parquet,train,6108,True,True,True,False,,,codecontests_cpp_174.txt,develop,verb,develop,0.026654332876205444,4,40,I,0.7789538502693176,785,The,0.11945643275976181,0.6594974175095558,Develop the function body in solve.cpp based on the function definition and docstring below:,0157e553fea69f83cfc0f9e6eda27ed6d9fff9a3,project_datasets_base,base,,,,
234,/root/autodl-tmp/datasets/codecontests_cpp_175.txt,codecontests_cpp_175.txt,codecontests,cpp,175,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,6d70e4d7ca1ecb1e3988c9b9f24688d1571f1dda,1049,codecontests,175,1075_A. The King's Race,/root/autodl-tmp/data/CodeContests/data/train-00017-of-00039-ae5533a2f822e6ef.parquet,train,6155,True,True,True,False,,,codecontests_cpp_175.txt,devise,verb,devise,0.015425756573677063,4,40,I,0.743254542350769,1249,To,0.1463554948568344,0.5968990474939346,Devise the function body in solve.cpp based on the function definition and docstring below:,244252d5fa38dfcea9b5a1dcf677e12187b67910,project_datasets_base,base,,,,
236,/root/autodl-tmp/datasets/codecontests_cpp_177.txt,codecontests_cpp_177.txt,codecontests,cpp,177,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,842247fb2f2670c4283b0405bcd203a0e016cb8f,1026,codecontests,177,228_A. Is your horseshoe on the other hoof?,/root/autodl-tmp/data/CodeContests/data/train-00018-of-00039-8c793837880f5507.parquet,train,6180,True,True,True,False,,,codecontests_cpp_177.txt,develop,verb,develop,0.03941885754466057,4,40,I,0.7917489409446716,785,The,0.09456092119216919,0.6971880197525024,Develop the function body in solve.cpp based on the function definition and docstring below:,f0b1f48c5991cb9b01cc2296d71aec825462faa9,project_datasets_base,base,,,,
237,/root/autodl-tmp/datasets/codecontests_cpp_178.txt,codecontests_cpp_178.txt,codecontests,cpp,178,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,f54c72f24ba1d1ad8bed3bf3705b0ee41dacd48a,1035,codecontests,178,1405_A. Permutation Forgery,/root/autodl-tmp/data/CodeContests/data/train-00018-of-00039-8c793837880f5507.parquet,train,6274,True,True,True,False,,,codecontests_cpp_178.txt,author,verb,author,0.000758363981731236,5,40,I,0.6476873755455017,785,The,0.346682071685791,0.3010053038597107,Author the function body in solve.cpp based on the function definition and docstring below:,818740a4e9eaf73be43b1ac094763530c6993757,project_datasets_base,base,,,,
239,/root/autodl-tmp/datasets/codecontests_cpp_18.txt,codecontests_cpp_18.txt,codecontests,cpp,18,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,f5e071cbaa273cf24a04a469d45ba35a18450f16,1030,codecontests,18,1230_A. Dawid and Bags of Candies,/root/autodl-tmp/data/CodeContests/data/train-00001-of-00039-e092fe56fda18715.parquet,train,641,True,True,True,False,,,codecontests_cpp_18.txt,develop,verb,develop,0.00905388593673706,4,40,I,0.815004825592041,785,The,0.11029890924692154,0.7047059163451195,Develop the function body in solve.cpp based on the function definition and docstring below:,81dd2ede13dff9abb149af349933bd16edff08a8,project_datasets_base,base,,,,
241,/root/autodl-tmp/datasets/codecontests_cpp_181.txt,codecontests_cpp_181.txt,codecontests,cpp,181,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,72f90f9a7aa9265a41a57e05de85e3d33e7f9fc5,1090,codecontests,181,999_A. Mishka and Contest,/root/autodl-tmp/data/CodeContests/data/train-00018-of-00039-8c793837880f5507.parquet,train,6316,True,True,True,False,,,codecontests_cpp_181.txt,carefully implement,phrase,carefully_implement,0.021492041647434235,4,40,I,0.7117186784744263,1249,To,0.15880589187145233,0.5529127866029739,Carefully implement the function body in solve.cpp based on the function definition and docstring below:,9827e0d3e85f571623844314bdf1726f6af2bd9f,project_datasets_base,base,,,,
242,/root/autodl-tmp/datasets/codecontests_cpp_182.txt,codecontests_cpp_182.txt,codecontests,cpp,182,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,f3cece15d8816469e0b6acb492bf7fc2de6b01c4,1043,codecontests,182,172_A. Phone Code,/root/autodl-tmp/data/CodeContests/data/train-00018-of-00039-8c793837880f5507.parquet,train,6385,True,True,True,False,,,codecontests_cpp_182.txt,develop,verb,develop,0.005293751135468483,4,40,I,0.6118744611740112,785,The,0.19864656031131744,0.4132279008626938,Develop the function body in solve.cpp based on the function definition and docstring below:,6caa5a09f749fad97b582103e8da24b957e49acf,project_datasets_base,base,,,,
245,/root/autodl-tmp/datasets/codecontests_cpp_185.txt,codecontests_cpp_185.txt,codecontests,cpp,185,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,3db41627c7e57ca9328ced0b9df642b976717cf0,1055,codecontests,185,946_A. Partition,/root/autodl-tmp/data/CodeContests/data/train-00018-of-00039-8c793837880f5507.parquet,train,6418,True,True,True,False,,,codecontests_cpp_185.txt,properly develop,phrase,properly_develop,0.015531300567090511,4,40,I,0.6604077219963074,1249,To,0.1892099678516388,0.4711977541446686,Properly develop the function body in solve.cpp based on the function definition and docstring below:,dd2ff6f7cc4dcdb78a6e645ab4233101848f8e1e,project_datasets_base,base,,,,
246,/root/autodl-tmp/datasets/codecontests_cpp_186.txt,codecontests_cpp_186.txt,codecontests,cpp,186,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,ae39a4466bf0893d6768ee7e87a8ec5c91231adc,1058,codecontests,186,1474_B. Different Divisors,/root/autodl-tmp/data/CodeContests/data/train-00002-of-00039-9cea23812e920e41.parquet,train,861,True,True,True,True,,,codecontests_cpp_186.txt,manually develop,phrase,manually_develop,0.012900114059448242,4,40,I,0.9043677449226379,785,The,0.03973514586687088,0.8646325990557671,Manually develop the function body in solve.cpp based on the function definition and docstring below:,84ab7a4831406220409b8da78e7023f99b3b30dd,project_datasets_base,base,,,,
248,/root/autodl-tmp/datasets/codecontests_cpp_188.txt,codecontests_cpp_188.txt,codecontests,cpp,188,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,dbc6420a2a4996bdaafbbca34616bd557d8c1272,1053,codecontests,188,620_A. Professor GukiZ's Robot,/root/autodl-tmp/data/CodeContests/data/train-00019-of-00039-d688fad5ee604390.parquet,train,6612,True,True,True,False,,,codecontests_cpp_188.txt,author,verb,author,0.017673980444669724,4,40,I,0.7515168190002441,785,The,0.14798244833946228,0.6035343706607819,Author the function body in solve.cpp based on the function definition and docstring below:,115d93c66975bfa3d20e7d61fec054542d06a914,project_datasets_base,base,,,,
249,/root/autodl-tmp/datasets/codecontests_cpp_189.txt,codecontests_cpp_189.txt,codecontests,cpp,189,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,47671f77a0a192e0978099b16c7154adf21effdc,1049,codecontests,189,780_A. Andryusha and Socks,/root/autodl-tmp/data/CodeContests/data/train-00019-of-00039-d688fad5ee604390.parquet,train,6619,True,True,True,False,,,codecontests_cpp_189.txt,develop,verb,develop,0.0483824647963047,4,40,I,0.7568290829658508,785,The,0.1315171718597412,0.6253119111061096,Develop the function body in solve.cpp based on the function definition and docstring below:,5fdcfe6fae082555d80cc69125367398a97c6b7c,project_datasets_base,base,,,,
251,/root/autodl-tmp/datasets/codecontests_cpp_190.txt,codecontests_cpp_190.txt,codecontests,cpp,190,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,afd2e5856e93997fa87c6d3b061210d3661fb21a,1054,codecontests,190,873_A. Chores,/root/autodl-tmp/data/CodeContests/data/train-00019-of-00039-d688fad5ee604390.parquet,train,6623,True,True,True,False,,,codecontests_cpp_190.txt,devise,verb,devise,0.004042488522827625,4,40,I,0.7703619599342346,1249,To,0.15169326961040497,0.6186686903238297,Devise the function body in solve.cpp based on the function definition and docstring below:,b11e6f48214a3152fbb79a5bab99e777eed93ed9,project_datasets_base,base,,,,
252,/root/autodl-tmp/datasets/codecontests_cpp_191.txt,codecontests_cpp_191.txt,codecontests,cpp,191,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,4cb1b7f42c8ed8497960f205fb305c1ca086608d,1042,codecontests,191,1118_A. Water Buying,/root/autodl-tmp/data/CodeContests/data/train-00019-of-00039-d688fad5ee604390.parquet,train,6677,True,True,True,False,,,codecontests_cpp_191.txt,properly develop,phrase,properly_develop,0.0013042389182373881,4,40,I,0.8675036430358887,1249,To,0.07120903581380844,0.7962946072220802,Properly develop the function body in solve.cpp based on the function definition and docstring below:,2f10a6235a34c31b577d2792e0a2d44691331688,project_datasets_base,base,,,,
253,/root/autodl-tmp/datasets/codecontests_cpp_192.txt,codecontests_cpp_192.txt,codecontests,cpp,192,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,c1b660155cb0a2c5c9cec584b6483872e19f51d8,1057,codecontests,192,1433_A. Boring Apartments,/root/autodl-tmp/data/CodeContests/data/train-00019-of-00039-d688fad5ee604390.parquet,train,6692,True,True,True,False,,,codecontests_cpp_192.txt,design,verb,design,0.01609974168241024,4,40,I,0.879016101360321,785,The,0.06367571651935577,0.8153403848409653,Design the function body in solve.cpp based on the function definition and docstring below:,9915cf106c79f4fba17f46110f071665d85923a2,project_datasets_base,base,,,,
255,/root/autodl-tmp/datasets/codecontests_cpp_194.txt,codecontests_cpp_194.txt,codecontests,cpp,194,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,f3283db0ddb66f954ef479c8b39bc493992b7d6f,1063,codecontests,194,1221_A. 2048 Game,/root/autodl-tmp/data/CodeContests/data/train-00005-of-00039-b7580d2d846c2136.parquet,train,1894,True,True,True,True,,,codecontests_cpp_194.txt,author,verb,author,0.005516455043107271,4,40,I,0.7225130200386047,785,The,0.20700344443321228,0.5155095756053925,Author the function body in solve.cpp based on the function definition and docstring below:,72acaca65aca35f366e1901cb0f802c94b7624e1,project_datasets_base,base,,,,
256,/root/autodl-tmp/datasets/codecontests_cpp_195.txt,codecontests_cpp_195.txt,codecontests,cpp,195,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,38bc2e741beb3cb37c32ccb228bd7ab493d93dce,1083,codecontests,195,794_A. Bank Robbery,/root/autodl-tmp/data/CodeContests/data/train-00019-of-00039-d688fad5ee604390.parquet,train,6724,True,True,True,False,,,codecontests_cpp_195.txt,author,verb,author,0.009910650551319122,4,40,I,0.8921283483505249,785,The,0.05033043399453163,0.8417979143559933,Author the function body in solve.cpp based on the function definition and docstring below:,69b34ef36e0bfc7fbd79eb6984df2eff8704389b,project_datasets_base,base,,,,
258,/root/autodl-tmp/datasets/codecontests_cpp_197.txt,codecontests_cpp_197.txt,codecontests,cpp,197,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,80c5c1e03002b1dc8f06756193d41c9abc746ec3,1111,codecontests,197,818_A. Diplomas and Certificates,/root/autodl-tmp/data/CodeContests/data/train-00019-of-00039-d688fad5ee604390.parquet,train,6829,True,True,True,False,,,codecontests_cpp_197.txt,manually develop,phrase,manually_develop,0.01712687872350216,3,40,I,0.9350958466529846,1249,To,0.021991346031427383,0.9131045006215572,Manually develop the function body in solve.cpp based on the function definition and docstring below:,945342d6ff1c645c3e9b40f9e0686783803f8173,project_datasets_base,base,,,,
260,/root/autodl-tmp/datasets/codecontests_cpp_199.txt,codecontests_cpp_199.txt,codecontests,cpp,199,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,c352e47799d388d214952fb555f47b3ec6f18e07,1070,codecontests,199,1312_A. Two Regular Polygons,/root/autodl-tmp/data/CodeContests/data/train-00020-of-00039-5d59387098675b73.parquet,train,6894,True,True,True,False,,,codecontests_cpp_199.txt,manually develop,phrase,manually_develop,0.016637183725833893,4,40,I,0.9083594679832458,785,The,0.04522455483675003,0.8631349131464958,Manually develop the function body in solve.cpp based on the function definition and docstring below:,7a30addadf95fcd9d49bf61ea6b00a8bd96d9c94,project_datasets_base,base,,,,
262,/root/autodl-tmp/datasets/codecontests_cpp_20.txt,codecontests_cpp_20.txt,codecontests,cpp,20,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,e9a2950ad455f0d67bfe350400a0018ab8e14af8,1070,codecontests,20,381_A. Sereja and Dima,/root/autodl-tmp/data/CodeContests/data/train-00001-of-00039-e092fe56fda18715.parquet,train,665,True,True,True,False,,,codecontests_cpp_20.txt,develop,verb,develop,0.041702963411808014,3,40,I,0.8376263380050659,1249,To,0.06875655800104141,0.7688697800040245,Develop the function body in solve.cpp based on the function definition and docstring below:,5e5de5aa6d1d4f02530204b0e1bb74240991862c,project_datasets_base,base,,,,
263,/root/autodl-tmp/datasets/codecontests_cpp_200.txt,codecontests_cpp_200.txt,codecontests,cpp,200,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,5efd63e528ada2879b47b00e74fe4f9e654a3e59,1080,codecontests,200,1398_B. Substring Removal Game,/root/autodl-tmp/data/CodeContests/data/train-00020-of-00039-5d59387098675b73.parquet,train,6898,True,True,True,False,,,codecontests_cpp_200.txt,build out,phrase,build_out,0.013498539105057716,3,40,I,0.9463205337524414,785,The,0.019640257582068443,0.926680276170373,Build out the function body in solve.cpp based on the function definition and docstring below:,848210e0db7ab25f7eb78fc55c5a007018800ff2,project_datasets_base,base,,,,
264,/root/autodl-tmp/datasets/codecontests_cpp_201.txt,codecontests_cpp_201.txt,codecontests,cpp,201,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,338047ab2e8398b510f3b910a369dc9ae526ab5c,1080,codecontests,201,1491_A. K-th Largest Value,/root/autodl-tmp/data/CodeContests/data/train-00020-of-00039-5d59387098675b73.parquet,train,6902,True,True,True,False,,,codecontests_cpp_201.txt,craft,verb,craft,0.0006563643692061305,6,40,I,0.9242298603057861,1249,To,0.0460146963596344,0.8782151639461517,Craft the function body in solve.cpp based on the function definition and docstring below:,5860c975e32da80e82324b79fb1af58eaa526bbb,project_datasets_base,base,,,,
265,/root/autodl-tmp/datasets/codecontests_cpp_202.txt,codecontests_cpp_202.txt,codecontests,cpp,202,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,0dd1f9970a1d9b73becf537f49dd05c809a0dfd6,990,codecontests,202,755_A. PolandBall and Hypothesis,/root/autodl-tmp/data/CodeContests/data/train-00020-of-00039-5d59387098675b73.parquet,train,6930,True,True,True,False,,,codecontests_cpp_202.txt,develop,verb,develop,0.04539870098233223,3,40,I,0.8047112226486206,785,The,0.0961090475320816,0.708602175116539,Develop the function body in solve.cpp based on the function definition and docstring below:,a4da4f919e93a8b5a82f2d22cdebd3ce06d46d1d,project_datasets_base,base,,,,
266,/root/autodl-tmp/datasets/codecontests_cpp_203.txt,codecontests_cpp_203.txt,codecontests,cpp,203,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,8e211ad032e6d2ec0080f3d05543697032b61735,1034,codecontests,203,1173_A. Nauuo and Votes,/root/autodl-tmp/data/CodeContests/data/train-00020-of-00039-5d59387098675b73.parquet,train,6991,True,True,True,False,,,codecontests_cpp_203.txt,carefully implement,phrase,carefully_implement,0.025315845385193825,3,40,I,0.652904212474823,785,The,0.308410108089447,0.344494104385376,Carefully implement the function body in solve.cpp based on the function definition and docstring below:,d72cffb062618cddd91560df40ce60595cc75027,project_datasets_base,base,,,,
267,/root/autodl-tmp/datasets/codecontests_cpp_204.txt,codecontests_cpp_204.txt,codecontests,cpp,204,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,38fbd5cf72dbff95d43f082a7d91e60cd555dc67,1086,codecontests,204,1181_A. Chunga-Changa,/root/autodl-tmp/data/CodeContests/data/train-00003-of-00039-e3822fccad6e083a.parquet,train,1057,True,True,True,True,,,codecontests_cpp_204.txt,properly develop,phrase,properly_develop,0.0024083752650767565,4,40,I,0.8574410080909729,1249,To,0.07975443452596664,0.7776865735650063,Properly develop the function body in solve.cpp based on the function definition and docstring below:,d140fea415c71f54cf019350fef71e2d46db2441,project_datasets_base,base,,,,
269,/root/autodl-tmp/datasets/codecontests_cpp_206.txt,codecontests_cpp_206.txt,codecontests,cpp,206,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,2df62dabc94aeb8f13f53c86fd21678d69b50f1c,1129,codecontests,206,1315_A. Dead Pixel,/root/autodl-tmp/data/CodeContests/data/train-00021-of-00039-b257bf03d6876780.parquet,train,7206,True,True,True,False,,,codecontests_cpp_206.txt,author,verb,author,0.0020566752646118402,5,40,I,0.9401981830596924,785,The,0.0413094237446785,0.8988887593150139,Author the function body in solve.cpp based on the function definition and docstring below:,d88481e392a42082558ba6124a279668a84fc25c,project_datasets_base,base,,,,
270,/root/autodl-tmp/datasets/codecontests_cpp_207.txt,codecontests_cpp_207.txt,codecontests,cpp,207,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,cc064875081284b4c1c8b4027e1fcb636e66c18c,1085,codecontests,207,263_A. Beautiful Matrix,/root/autodl-tmp/data/CodeContests/data/train-00021-of-00039-b257bf03d6876780.parquet,train,7221,True,True,True,False,,,codecontests_cpp_207.txt,manually develop,phrase,manually_develop,0.0333542563021183,3,40,I,0.8602175712585449,1249,To,0.07061095535755157,0.7896066159009933,Manually develop the function body in solve.cpp based on the function definition and docstring below:,2d7ac883f3594779c621d8ce9e57b7893d1bcc51,project_datasets_base,base,,,,
275,/root/autodl-tmp/datasets/codecontests_cpp_211.txt,codecontests_cpp_211.txt,codecontests,cpp,211,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,99fb7056ab5fab0be9df28819213114bc82b1063,1082,codecontests,211,1388_A. Captain Flint and Crew Recruitment,/root/autodl-tmp/data/CodeContests/data/train-00021-of-00039-b257bf03d6876780.parquet,train,7418,True,True,True,False,,,codecontests_cpp_211.txt,implement,verb,implement,0.00023284554481506348,7,40,I,0.8912456631660461,785,The,0.0645616203546524,0.8266840428113937,Implement the function body in solve.cpp based on the function definition and docstring below:,09b70b086f4970bbdfb7c86bf2b657954978067d,project_datasets_base,base,,,,
277,/root/autodl-tmp/datasets/codecontests_cpp_213.txt,codecontests_cpp_213.txt,codecontests,cpp,213,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,36980b595fa6843c02d168c173b9ad496a7dbd31,1051,codecontests,213,1041_A. Heist,/root/autodl-tmp/data/CodeContests/data/train-00022-of-00039-1cfd39fa43c1917c.parquet,train,7609,True,True,True,False,,,codecontests_cpp_213.txt,implement,verb,implement,0.03740047663450241,3,40,I,0.7512087225914001,785,The,0.18993529677391052,0.5612734258174896,Implement the function body in solve.cpp based on the function definition and docstring below:,b7b94b091ac3dfc99070f3e9b46ba51bc7ff1611,project_datasets_base,base,,,,
279,/root/autodl-tmp/datasets/codecontests_cpp_215.txt,codecontests_cpp_215.txt,codecontests,cpp,215,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,73655419293de14b739ea7233f2b8fe64b9ae7ec,1069,codecontests,215,1243_A. Maximum Square,/root/autodl-tmp/data/CodeContests/data/train-00022-of-00039-1cfd39fa43c1917c.parquet,train,7723,True,True,True,False,,,codecontests_cpp_215.txt,implement,verb,implement,0.010943465866148472,4,40,I,0.8693471550941467,1249,To,0.06297530233860016,0.8063718527555466,Implement the function body in solve.cpp based on the function definition and docstring below:,c6051ed7245040b4966f2be1ce0fa865d318ddb2,project_datasets_base,base,,,,
280,/root/autodl-tmp/datasets/codecontests_cpp_216.txt,codecontests_cpp_216.txt,codecontests,cpp,216,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,4b5b2009c502565235aec03ced2dc15700cfd264,1079,codecontests,216,1450_A. Avoid Trygub,/root/autodl-tmp/data/CodeContests/data/train-00022-of-00039-1cfd39fa43c1917c.parquet,train,7836,True,True,True,False,,,codecontests_cpp_216.txt,author,verb,author,0.003153245197609067,4,40,I,0.8743075132369995,785,The,0.10442113876342773,0.7698863744735718,Author the function body in solve.cpp based on the function definition and docstring below:,9123702ad5ca06319088c035bcc7eacaca8ffcff,project_datasets_base,base,,,,
282,/root/autodl-tmp/datasets/codecontests_cpp_218.txt,codecontests_cpp_218.txt,codecontests,cpp,218,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,4d1cc621f93397c5748548f99b001e8121a24b35,1050,codecontests,218,1206_A. Choose Two Numbers,/root/autodl-tmp/data/CodeContests/data/train-00023-of-00039-d078bcb55e45cbf0.parquet,train,7929,True,True,True,False,,,codecontests_cpp_218.txt,author,verb,author,0.0071388366632163525,4,40,I,0.8251373767852783,785,The,0.12653890252113342,0.6985984742641449,Author the function body in solve.cpp based on the function definition and docstring below:,5c23077db7d3b8e7f80a642df48a10b39b0e1884,project_datasets_base,base,,,,
283,/root/autodl-tmp/datasets/codecontests_cpp_219.txt,codecontests_cpp_219.txt,codecontests,cpp,219,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,e4efd2c16d29312ffbfe8e079760603299734523,1056,codecontests,219,1249_A. Yet Another Dividing into Teams,/root/autodl-tmp/data/CodeContests/data/train-00023-of-00039-d078bcb55e45cbf0.parquet,train,7931,True,True,True,False,,,codecontests_cpp_219.txt,properly develop,phrase,properly_develop,0.03226823732256889,4,40,I,0.8322088122367859,1249,To,0.06831185519695282,0.7638969570398331,Properly develop the function body in solve.cpp based on the function definition and docstring below:,b992bfb7638ceb88a4c7600796428ce0813eacd1,project_datasets_base,base,,,,
284,/root/autodl-tmp/datasets/codecontests_cpp_22.txt,codecontests_cpp_22.txt,codecontests,cpp,22,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,998925ae25d1b489aafcf8c4596777504fac69a6,1098,codecontests,22,1392_B. Omkar and Infinity Clock,/root/autodl-tmp/data/CodeContests/data/train-00002-of-00039-9cea23812e920e41.parquet,train,753,True,True,True,False,,,codecontests_cpp_22.txt,develop,verb,develop,0.04029027745127678,2,40,I,0.9170024394989014,151657,<tool_call>,0.04029027745127678,0.8767121620476246,Develop the function body in solve.cpp based on the function definition and docstring below:,f5ba991796bb066b85055e7f1b10ae39e4ba82c0,project_datasets_base,base,,,,
285,/root/autodl-tmp/datasets/codecontests_cpp_220.txt,codecontests_cpp_220.txt,codecontests,cpp,220,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,9169ac2bfd0fc9be1e32af389865f769c7a3ca32,1049,codecontests,220,750_A. New Year and Hurry,/root/autodl-tmp/data/CodeContests/data/train-00023-of-00039-d078bcb55e45cbf0.parquet,train,7970,True,True,True,False,,,codecontests_cpp_220.txt,carefully implement,phrase,carefully_implement,0.012401210144162178,4,40,I,0.5273128747940063,785,The,0.28225022554397583,0.24506264925003052,Carefully implement the function body in solve.cpp based on the function definition and docstring below:,97f2f3116d7dda39ea568e72f9896a8b151bb9f0,project_datasets_base,base,,,,
288,/root/autodl-tmp/datasets/codecontests_cpp_223.txt,codecontests_cpp_223.txt,codecontests,cpp,223,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,6a55606f9a47cfd55bbbf699dfe03ffbeca2d05f,1065,codecontests,223,811_A. Vladik and Courtesy,/root/autodl-tmp/data/CodeContests/data/train-00023-of-00039-d078bcb55e45cbf0.parquet,train,8077,True,True,True,False,,,codecontests_cpp_223.txt,properly develop,phrase,properly_develop,0.005181350279599428,4,40,I,0.7689805626869202,785,The,0.11792699247598648,0.6510535702109337,Properly develop the function body in solve.cpp based on the function definition and docstring below:,fd7d9b353f9936a037b8f83f772a9be2cfd3d278,project_datasets_base,base,,,,
289,/root/autodl-tmp/datasets/codecontests_cpp_224.txt,codecontests_cpp_224.txt,codecontests,cpp,224,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,53ec8d3cf659f43d9b142814d89e18c6e6878025,1042,codecontests,224,151_A. Soft Drinking,/root/autodl-tmp/data/CodeContests/data/train-00023-of-00039-d078bcb55e45cbf0.parquet,train,8151,True,True,True,False,,,codecontests_cpp_224.txt,implement,verb,implement,0.012042750604450703,4,40,I,0.7450585961341858,785,The,0.11425843834877014,0.6308001577854156,Implement the function body in solve.cpp based on the function definition and docstring below:,d390b177e1e6ef2f816cf0c91b378825bf3ce8f7,project_datasets_base,base,,,,
290,/root/autodl-tmp/datasets/codecontests_cpp_225.txt,codecontests_cpp_225.txt,codecontests,cpp,225,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,cc77748e82e94f737b4166943066e78f00c51053,1042,codecontests,225,1547_A. Shortest Path with Obstacle,/root/autodl-tmp/data/CodeContests/data/train-00023-of-00039-d078bcb55e45cbf0.parquet,train,8152,True,True,True,False,,,codecontests_cpp_225.txt,carefully implement,phrase,carefully_implement,0.002562905428931117,4,40,I,0.7106226682662964,785,The,0.1399298906326294,0.570692777633667,Carefully implement the function body in solve.cpp based on the function definition and docstring below:,e5c55eb65437864ee1ebcf721dd52e1e4bb4d5d8,project_datasets_base,base,,,,
292,/root/autodl-tmp/datasets/codecontests_cpp_227.txt,codecontests_cpp_227.txt,codecontests,cpp,227,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,f6cae9492d89c5d0a39aa0146199d81b6316cf45,1055,codecontests,227,1178_A. Prime Minister,/root/autodl-tmp/data/CodeContests/data/train-00024-of-00039-f4e3da0e5661e6d1.parquet,train,8239,True,True,True,False,,,codecontests_cpp_227.txt,implement,verb,implement,0.006811561994254589,4,40,I,0.7873095273971558,785,The,0.1756725013256073,0.6116370260715485,Implement the function body in solve.cpp based on the function definition and docstring below:,4effe1ebbf05a4cd7d0b84823d42a2b154ecd016,project_datasets_base,base,,,,
